index,A3-Tipo01_DU,A3-Tipo01_DO,A3-Tipo01_SA,A3-Tipo02_DU,A3-Tipo02_DO,A3-Tipo02_SA,A3-Tipo03_DU,A3-Tipo03_DO,A3-Tipo03_SA,A3-Tipo04_DO,A3-Tipo04_DU,A3-Tipo04_SA,A3-Tipo05_SA,A3-Tipo05_DU,A3-Tipo05_DO,COM-Tipo01_DO,COM-Tipo01_DU,COM-Tipo01_SA,COM-Tipo02_DU,COM-Tipo02_SA,COM-Tipo02_DO,COM-Tipo03_DO,COM-Tipo03_DU,COM-Tipo03_SA,COM-Tipo04_DO,COM-Tipo04_DU,COM-Tipo04_SA,COM-Tipo05_DO,COM-Tipo05_DU,COM-Tipo05_SA,IND-Tipo01_DU,IND-Tipo01_DO,IND-Tipo01_SA,IND-Tipo02_DO,IND-Tipo02_DU,IND-Tipo02_SA,IND-Tipo03_DO,IND-Tipo03_DU,IND-Tipo03_SA,IND-Tipo04_DO,IND-Tipo04_DU,IND-Tipo04_SA,IND-Tipo05_DO,IND-Tipo05_DU,IND-Tipo05_SA,IP-Tipo1_DU,IP-Tipo1_DO,IP-Tipo1_SA,MT-Tipo01_DU,MT-Tipo01_DO,MT-Tipo01_SA,MT-Tipo02_DO,MT-Tipo02_DU,MT-Tipo02_SA,MT-Tipo03_DU,MT-Tipo03_DO,MT-Tipo03_SA,MT-Tipo04_DO,MT-Tipo04_DU,MT-Tipo04_SA,MT-Tipo05_DO,MT-Tipo05_DU,MT-Tipo05_SA,MT-Tipo06_DO,MT-Tipo06_DU,MT-Tipo06_SA,RES-Tipo01_DO,RES-Tipo01_DU,RES-Tipo01_SA,RES-Tipo02_DU,RES-Tipo02_DO,RES-Tipo02_SA,RES-Tipo03_DU,RES-Tipo03_DO,RES-Tipo03_SA,RES-Tipo04_DO,RES-Tipo04_DU,RES-Tipo04_SA,RES-Tipo05_DU,RES-Tipo05_DO,RES-Tipo05_SA,RUR-Tipo01_DO,RUR-Tipo01_DU,RUR-Tipo01_SA,RUR-Tipo02_DU,RUR-Tipo02_DO,RUR-Tipo02_SA,RUR-Tipo03_DO,RUR-Tipo03_DU,RUR-Tipo03_SA,RUR-Tipo04_DO,RUR-Tipo04_DU,RUR-Tipo04_SA,RUR-Tipo05_DO,RUR-Tipo05_DU,RUR-Tipo05_SA,SP-Tipo01_DU,SP-Tipo01_DO,SP-Tipo01_SA,SP-Tipo02_DU,SP-Tipo02_DO,SP-Tipo02_SA,SP-Tipo03_DO,SP-Tipo03_DU,SP-Tipo03_SA,SP-Tipo04_DO,SP-Tipo04_DU,SP-Tipo04_SA
10,0.89312,0.983627,0.981244,0.226243,0.722013,0.513211,0.742704,0.798191,0.742647,0.721396,0.626228,0.998323,0.361851,0.135058,0.804126,0.895825,0.845012,0.839533,0.123161,0.377922,0.533677,0.613193,0.348681,0.458506,0.828627,0.094601,0.221723,0.960112,0.930911,0.991319,0.380741,0.84625,0.54838,0.862174,0.775159,0.802817,0.82536,0.698718,0.804131,1.0,0.149239,0.666667,0.9375,0.081081,0.518519,1.0,1.0,1.0,0.169355,0.776501,0.696041,0.795213,0.177986,0.611577,0.409321,0.834359,0.759446,0.978661,0.981698,0.962418,0.803957,0.462291,0.777718,0.925579,0.143127,0.534055,0.816431,0.716252,0.8553,0.532962,0.791253,0.630481,0.988691,0.815158,0.947362,0.913198,0.9847,0.880661,0.752795,0.787899,0.812693,0.521993,0.362723,0.499719,0.732738,0.852317,0.871398,0.871545,0.904836,0.770064,0.976479,0.874173,0.868993,0.742824,0.518053,0.816048,0.743335,0.760548,0.753191,0.188281,0.724498,0.619288,0.882179,0.716893,0.872294,0.823982,0.164723,0.854243
11,0.892949,0.982448,0.981151,0.225151,0.711682,0.506956,0.743291,0.798493,0.742647,0.716193,0.619566,0.997725,0.361434,0.13527,0.786942,0.895348,0.845012,0.836196,0.121144,0.373515,0.529274,0.610118,0.343483,0.457473,0.828627,0.094691,0.223693,0.955466,0.929742,0.987114,0.382593,0.854031,0.549537,0.865741,0.773382,0.802817,0.819123,0.680288,0.779202,1.0,0.153166,0.666667,0.9375,0.081081,0.514815,1.0,1.0,1.0,0.169355,0.763729,0.691411,0.795962,0.17215,0.614994,0.408693,0.834196,0.758326,0.981564,0.976551,0.961295,0.793744,0.457794,0.778451,0.925267,0.142398,0.529706,0.813366,0.71529,0.855427,0.516588,0.8038,0.590297,0.983825,0.807509,0.936652,0.914715,0.984851,0.875394,0.747195,0.78374,0.811651,0.536961,0.35253,0.494374,0.723668,0.853967,0.87017,0.865871,0.89463,0.757113,0.979018,0.869922,0.865307,0.748648,0.520556,0.811339,0.74254,0.759499,0.751312,0.188054,0.720132,0.619889,0.883521,0.720506,0.854633,0.823409,0.164457,0.853629
12,0.892889,0.980996,0.981119,0.224174,0.707778,0.504558,0.743971,0.798614,0.742647,0.714225,0.6121,0.996991,0.36129,0.135475,0.775934,0.894666,0.845012,0.833623,0.119864,0.368132,0.525729,0.608896,0.341404,0.457083,0.828627,0.094723,0.22448,0.953608,0.927918,0.982421,0.383333,0.857143,0.55,0.868852,0.772727,0.802817,0.8125,0.673077,0.769231,1.0,0.154639,0.666667,0.9375,0.081081,0.511111,1.0,1.0,1.0,0.169355,0.758621,0.689655,0.796827,0.16997,0.616292,0.408454,0.833928,0.75695,0.984202,0.973646,0.960846,0.785847,0.456081,0.779079,0.92516,0.141999,0.526487,0.81138,0.714924,0.855478,0.50481,0.808818,0.5626,0.978864,0.800645,0.928631,0.915322,0.984911,0.870888,0.740989,0.779856,0.810022,0.542948,0.344011,0.489151,0.72004,0.854851,0.869727,0.862117,0.890688,0.744136,0.98002,0.866276,0.86178,0.752508,0.522171,0.809456,0.741468,0.759131,0.749483,0.187692,0.714964,0.62013,0.884058,0.721951,0.844961,0.823204,0.164356,0.853403
13,0.893444,0.979169,0.981158,0.223242,0.708513,0.50784,0.745146,0.798493,0.742632,0.734729,0.601472,0.994625,0.362724,0.135651,0.770207,0.89347,0.844524,0.831753,0.11915,0.360126,0.522898,0.610226,0.343042,0.457963,0.831152,0.094573,0.223027,0.954605,0.922259,0.974007,0.381605,0.85652,0.549074,0.871964,0.772727,0.80073,0.804591,0.675926,0.771189,1.0,0.154114,0.666667,0.9375,0.080681,0.506893,1.0,1.0,1.0,0.168409,0.758621,0.689655,0.798753,0.170001,0.614545,0.40893,0.831657,0.754621,0.987034,0.97254,0.96173,0.779355,0.457761,0.779672,0.925317,0.141857,0.524245,0.810113,0.714994,0.85437,0.496628,0.802177,0.543353,0.973213,0.794277,0.923164,0.913073,0.981673,0.867069,0.733186,0.775981,0.805675,0.539778,0.337259,0.482629,0.722889,0.855197,0.869812,0.859939,0.894927,0.726855,0.978151,0.862867,0.858479,0.754611,0.523024,0.816168,0.739561,0.759146,0.747523,0.186636,0.707555,0.61728,0.88379,0.719061,0.840673,0.824841,0.164456,0.854385
14,0.894832,0.976975,0.981255,0.222307,0.710349,0.516045,0.747242,0.798137,0.742588,0.785989,0.586194,0.989609,0.366308,0.135785,0.765966,0.891754,0.843207,0.830237,0.118603,0.349233,0.520542,0.613651,0.347223,0.460279,0.837463,0.09418,0.219395,0.957257,0.911596,0.960056,0.377284,0.854964,0.546759,0.875531,0.772727,0.795514,0.795525,0.683048,0.776353,1.0,0.15273,0.666667,0.9375,0.07968,0.502058,1.0,1.0,1.0,0.16597,0.758621,0.689655,0.802326,0.170096,0.610177,0.410172,0.826498,0.751164,0.990425,0.971831,0.964075,0.772791,0.461962,0.780251,0.925712,0.141764,0.522292,0.808955,0.71519,0.8516,0.48971,0.785134,0.525159,0.966236,0.787625,0.918746,0.907306,0.973375,0.863359,0.723953,0.772134,0.797811,0.531854,0.331339,0.474034,0.730345,0.8555,0.87006,0.858445,0.905523,0.703144,0.973325,0.859343,0.855365,0.75615,0.523659,0.832949,0.736731,0.759188,0.745445,0.184659,0.697625,0.609878,0.883038,0.711834,0.836922,0.828934,0.164741,0.856894
15,0.896636,0.974452,0.981382,0.221429,0.712736,0.526712,0.750281,0.797554,0.742514,0.852627,0.567694,0.982641,0.370968,0.135905,0.762499,0.889848,0.841282,0.828925,0.118162,0.3371,0.51851,0.618326,0.352847,0.463543,0.845667,0.093628,0.214674,0.961054,0.89862,0.942849,0.371667,0.852941,0.54375,0.879098,0.772727,0.788732,0.786458,0.692308,0.783654,1.0,0.150773,0.666667,0.9375,0.078378,0.497222,1.0,1.0,1.0,0.162634,0.758621,0.689655,0.80699,0.170251,0.604498,0.411896,0.819924,0.747272,0.993896,0.971307,0.967421,0.766713,0.467423,0.780774,0.926225,0.141696,0.520542,0.80796,0.715488,0.848,0.483771,0.762011,0.509111,0.958224,0.780847,0.914869,0.899487,0.962144,0.859699,0.714561,0.768556,0.788124,0.521553,0.325811,0.464819,0.740771,0.855751,0.870455,0.857287,0.919298,0.677273,0.966717,0.856019,0.852338,0.75742,0.524182,0.854764,0.733545,0.759259,0.743461,0.182191,0.686616,0.599651,0.881884,0.702439,0.833818,0.834254,0.165192,0.860275
16,0.89844,0.971639,0.981509,0.220665,0.715124,0.537379,0.754285,0.796754,0.742412,0.919265,0.547397,0.974419,0.375627,0.136039,0.759098,0.88808,0.838969,0.827665,0.117763,0.325376,0.516654,0.623405,0.358813,0.46727,0.853871,0.093004,0.209952,0.965487,0.886021,0.924669,0.366049,0.850918,0.540741,0.88221,0.772727,0.781951,0.778549,0.701567,0.792023,1.0,0.14853,0.666667,0.9375,0.077077,0.493004,1.0,1.0,1.0,0.159,0.758621,0.689655,0.812187,0.170468,0.59882,0.413823,0.813405,0.743635,0.996968,0.970761,0.971308,0.76168,0.472884,0.781199,0.926737,0.141627,0.518909,0.807182,0.715864,0.844399,0.478529,0.737127,0.496297,0.94947,0.774102,0.911024,0.891085,0.950107,0.856034,0.70628,0.765485,0.77831,0.511252,0.320234,0.456438,0.75253,0.855941,0.870983,0.85612,0.933073,0.653509,0.959498,0.853205,0.849294,0.758713,0.524693,0.876579,0.730568,0.759355,0.741782,0.179664,0.675967,0.588323,0.880408,0.693044,0.831467,0.839574,0.165787,0.863874
17,0.899828,0.968573,0.981606,0.220075,0.71696,0.545584,0.759275,0.795745,0.742281,0.970525,0.526729,0.965642,0.379211,0.136218,0.755053,0.886778,0.836489,0.826306,0.117346,0.315711,0.514822,0.628042,0.36402,0.470973,0.860182,0.092392,0.20632,0.970048,0.87649,0.9078,0.361728,0.849362,0.538426,0.884411,0.772727,0.776734,0.772955,0.708689,0.800392,1.0,0.146287,0.666667,0.9375,0.076076,0.490021,1.0,1.0,1.0,0.155665,0.758621,0.689655,0.817359,0.170744,0.594452,0.41567,0.808415,0.740946,0.999162,0.969984,0.975274,0.75825,0.477084,0.781485,0.927132,0.141534,0.517309,0.806676,0.716296,0.841629,0.473699,0.714806,0.48781,0.940264,0.767548,0.906702,0.883568,0.93939,0.852306,0.70038,0.763162,0.770065,0.503328,0.314168,0.450344,0.763984,0.856062,0.871629,0.854595,0.94367,0.63612,0.952841,0.851215,0.846133,0.760323,0.525297,0.893359,0.728367,0.759478,0.74062,0.177508,0.667122,0.577619,0.87869,0.685818,0.829978,0.843667,0.166505,0.867038
18,0.900383,0.965294,0.981645,0.219717,0.717694,0.548866,0.765273,0.794537,0.742122,0.991029,0.507117,0.957008,0.380645,0.136469,0.749654,0.886271,0.834063,0.824696,0.116849,0.309753,0.512864,0.631391,0.367368,0.474167,0.862707,0.091879,0.204868,0.974227,0.872714,0.894523,0.36,0.848739,0.5375,0.885246,0.772727,0.774648,0.770833,0.711538,0.807692,1.0,0.14433,0.666667,0.9375,0.075676,0.488889,1.0,1.0,1.0,0.153226,0.758621,0.689655,0.821948,0.17108,0.592704,0.417155,0.806425,0.739896,1.0,0.968765,0.97886,0.756983,0.478764,0.78159,0.927289,0.141391,0.515654,0.806495,0.716758,0.840521,0.468997,0.699367,0.484738,0.930898,0.761344,0.901393,0.878403,0.932121,0.848458,0.698131,0.761825,0.765083,0.500158,0.307172,0.44799,0.773496,0.856104,0.87238,0.852368,0.947908,0.629376,0.94792,0.850363,0.842753,0.762542,0.526097,0.900072,0.727508,0.759625,0.740186,0.176154,0.66152,0.569264,0.876812,0.682927,0.829457,0.845304,0.167327,0.86911
19,0.900279,0.961538,0.980631,0.219504,0.71651,0.545851,0.787181,0.78948,0.739399,0.98971,0.485364,0.947608,0.378781,0.137055,0.740251,0.886793,0.831025,0.822465,0.116182,0.30682,0.511009,0.633868,0.369227,0.476887,0.862152,0.091439,0.205507,0.978787,0.872851,0.883704,0.360704,0.848739,0.5375,0.881603,0.774504,0.775865,0.770833,0.711538,0.814993,0.989418,0.142731,0.666667,0.9375,0.076076,0.490535,1.0,1.0,1.0,0.151571,0.758621,0.689655,0.826599,0.175418,0.593882,0.418456,0.808337,0.741059,0.999259,0.964417,0.982678,0.758225,0.477965,0.78159,0.926418,0.140984,0.514036,0.806891,0.71754,0.841894,0.463968,0.689102,0.487163,0.921263,0.755589,0.894735,0.874886,0.92791,0.843891,0.699388,0.761203,0.762389,0.503996,0.297447,0.450542,0.782271,0.855262,0.874742,0.846989,0.94375,0.631159,0.94477,0.850222,0.839395,0.767056,0.527057,0.898973,0.729614,0.760869,0.744624,0.175443,0.658122,0.563047,0.874068,0.684372,0.830032,0.843667,0.168918,0.870407
20,0.900018,0.957141,0.978059,0.219315,0.713297,0.538313,0.831915,0.777928,0.732752,0.986077,0.459669,0.936553,0.374122,0.138138,0.726473,0.888097,0.827013,0.819638,0.115375,0.304818,0.50942,0.636327,0.37076,0.479532,0.860627,0.090997,0.207136,0.984303,0.873246,0.873065,0.362623,0.848739,0.5375,0.872495,0.779087,0.779169,0.770833,0.711538,0.823362,0.962963,0.141275,0.666667,0.9375,0.077077,0.49465,1.0,1.0,1.0,0.150139,0.758621,0.689655,0.831888,0.186168,0.597022,0.419845,0.81312,0.744,0.99727,0.955481,0.987223,0.761328,0.475832,0.78159,0.924136,0.140235,0.512542,0.807879,0.718769,0.845327,0.458691,0.679605,0.493319,0.911028,0.750164,0.886887,0.871489,0.92465,0.838531,0.702697,0.760794,0.759947,0.51408,0.284861,0.456924,0.791883,0.853126,0.879417,0.837695,0.933353,0.635972,0.942351,0.85014,0.836176,0.774301,0.528143,0.895896,0.734881,0.763734,0.75572,0.17489,0.655023,0.557457,0.869965,0.687986,0.831467,0.839574,0.171727,0.871631
21,0.899679,0.952287,0.974633,0.219156,0.70857,0.528514,0.887519,0.761397,0.723945,0.980616,0.433553,0.924572,0.368065,0.139601,0.711033,0.889791,0.822709,0.816663,0.114545,0.303275,0.507853,0.638576,0.372057,0.482153,0.858345,0.090567,0.209315,0.989977,0.873876,0.863183,0.365469,0.848739,0.5375,0.860656,0.785354,0.784038,0.770833,0.711538,0.831731,0.928571,0.13982,0.666667,0.9375,0.078378,0.5,1.0,1.0,1.0,0.148858,0.758621,0.689655,0.837152,0.201024,0.601533,0.421177,0.819337,0.747898,0.994383,0.943595,0.991862,0.765363,0.472761,0.78159,0.920942,0.13933,0.511077,0.809164,0.720182,0.849789,0.453684,0.671152,0.501528,0.900158,0.7449,0.878122,0.868443,0.92189,0.833101,0.707367,0.760494,0.757863,0.528267,0.271479,0.46522,0.801248,0.850279,0.885183,0.82667,0.919838,0.643011,0.940225,0.850087,0.83281,0.782693,0.529458,0.891167,0.741727,0.767395,0.770145,0.174435,0.652364,0.552265,0.864895,0.692683,0.833333,0.834254,0.175402,0.872709
22,0.89934,0.94716,0.971057,0.219035,0.70284,0.518715,0.942038,0.741406,0.714742,0.973814,0.410538,0.912396,0.362007,0.141325,0.696646,0.891486,0.818792,0.813985,0.113809,0.301723,0.506067,0.64042,0.373209,0.484806,0.855517,0.09016,0.211609,0.995015,0.874716,0.854631,0.368951,0.848739,0.5375,0.848816,0.792181,0.78995,0.770833,0.711538,0.839031,0.89418,0.138221,0.666667,0.9375,0.07968,0.50535,1.0,1.0,1.0,0.14765,0.758621,0.689655,0.841731,0.217682,0.606825,0.422307,0.825553,0.75193,0.990946,0.930398,0.99596,0.769398,0.469146,0.78159,0.917333,0.138454,0.509545,0.810449,0.721517,0.854251,0.449467,0.664016,0.510111,0.888617,0.739625,0.868713,0.865981,0.919181,0.828325,0.712704,0.760198,0.756244,0.544413,0.259365,0.473516,0.809279,0.847306,0.890816,0.816093,0.906323,0.651471,0.937953,0.850034,0.829011,0.790649,0.531103,0.885114,0.748573,0.77103,0.784569,0.174021,0.650288,0.547243,0.859253,0.69738,0.8352,0.828934,0.179593,0.87357
23,0.899079,0.941942,0.968035,0.218958,0.69662,0.511177,0.983517,0.71947,0.706908,0.966159,0.394147,0.900752,0.357348,0.143191,0.686025,0.89279,0.815943,0.812051,0.113281,0.299689,0.503816,0.641668,0.374306,0.487543,0.852357,0.089787,0.21358,0.998621,0.875743,0.847983,0.37278,0.848739,0.5375,0.839709,0.798447,0.796383,0.770833,0.711538,0.844195,0.867725,0.136335,0.666667,0.9375,0.080681,0.509465,1.0,1.0,1.0,0.146443,0.758621,0.689655,0.844963,0.233837,0.612307,0.423091,0.830336,0.755273,0.987311,0.917527,0.998884,0.772502,0.465385,0.78159,0.913806,0.137792,0.507852,0.811437,0.722511,0.857684,0.446556,0.658473,0.51739,0.876368,0.734171,0.858933,0.864333,0.916071,0.824928,0.718018,0.759803,0.755194,0.560375,0.250583,0.479898,0.814894,0.844791,0.895092,0.808147,0.895926,0.660546,0.935096,0.849949,0.824493,0.796583,0.533182,0.878064,0.75384,0.773815,0.795665,0.173588,0.648938,0.542163,0.853432,0.700994,0.836635,0.824841,0.183949,0.87414
24,0.898975,0.936818,0.966271,0.21893,0.690425,0.508162,1.0,0.697106,0.702206,0.958138,0.3879,0.89037,0.355484,0.145081,0.681881,0.893312,0.814842,0.811307,0.11308,0.296703,0.500858,0.642127,0.375439,0.490417,0.849075,0.089461,0.214792,1.0,0.876934,0.843813,0.376667,0.848739,0.5375,0.836066,0.80303,0.802817,0.770833,0.711538,0.846154,0.857143,0.134021,0.666667,0.9375,0.081081,0.511111,1.0,1.0,1.0,0.145161,0.758621,0.689655,0.846188,0.247186,0.617389,0.423385,0.832249,0.757106,0.983825,0.906621,1.0,0.773743,0.461873,0.78159,0.910861,0.13753,0.505904,0.811833,0.7229,0.859057,0.445471,0.654797,0.521688,0.863375,0.728366,0.849055,0.863733,0.912112,0.823635,0.722616,0.759204,0.754821,0.57401,0.247197,0.482451,0.817006,0.843319,0.89679,0.805014,0.891768,0.669433,0.931215,0.849805,0.81897,0.798913,0.535797,0.870344,0.755946,0.774926,0.800103,0.173077,0.648456,0.536797,0.847826,0.702439,0.837209,0.823204,0.188119,0.874346
25,0.899158,0.930973,0.965519,0.221316,0.682757,0.508579,0.999953,0.666468,0.700156,0.945844,0.391591,0.880961,0.359635,0.146932,0.68352,0.892309,0.816068,0.811846,0.113197,0.289408,0.493546,0.641445,0.376484,0.493923,0.844206,0.089148,0.21535,0.999226,0.880599,0.841596,0.381375,0.849362,0.541204,0.839139,0.80607,0.811337,0.770833,0.707265,0.840456,0.857143,0.12994,0.658436,0.9375,0.081081,0.511111,0.989854,0.989854,0.989854,0.143631,0.757024,0.689655,0.843634,0.258781,0.62306,0.423277,0.830359,0.757872,0.98045,0.896301,0.997665,0.772313,0.458783,0.779314,0.908563,0.138017,0.503109,0.811645,0.722699,0.857575,0.449217,0.65224,0.523859,0.848521,0.721983,0.838098,0.864668,0.905814,0.825024,0.727152,0.757667,0.756077,0.587175,0.25276,0.480134,0.816992,0.84268,0.896722,0.806974,0.892248,0.680593,0.924101,0.845948,0.80965,0.798901,0.54446,0.855911,0.752657,0.772658,0.793943,0.172396,0.650312,0.530352,0.842421,0.696296,0.832629,0.823614,0.192305,0.873167
26,0.899617,0.92409,0.964991,0.227696,0.67272,0.509768,0.999814,0.623901,0.698834,0.92751,0.400817,0.87183,0.370157,0.148874,0.687618,0.889802,0.819188,0.813232,0.113531,0.276749,0.480498,0.639741,0.377349,0.498125,0.837079,0.088827,0.215721,0.997019,0.887812,0.840152,0.387455,0.850918,0.550463,0.846995,0.808605,0.822987,0.770833,0.696581,0.826211,0.857143,0.123711,0.63786,0.9375,0.081081,0.511111,0.962911,0.962911,0.962911,0.141876,0.752746,0.689655,0.837045,0.270721,0.630015,0.423009,0.825635,0.758547,0.976852,0.884957,0.991613,0.768297,0.455812,0.773136,0.906521,0.139352,0.499369,0.811176,0.722197,0.853871,0.458583,0.649932,0.525824,0.831481,0.715097,0.825604,0.867008,0.897062,0.828498,0.73231,0.754957,0.759217,0.601963,0.266668,0.474344,0.81695,0.842221,0.896525,0.811875,0.893447,0.695349,0.912865,0.836046,0.795516,0.798866,0.561622,0.83208,0.744353,0.766932,0.778543,0.171573,0.655003,0.522853,0.836882,0.680939,0.821001,0.824637,0.196849,0.870109
27,0.900214,0.917106,0.96458,0.236901,0.661727,0.511641,0.999586,0.577208,0.697836,0.906826,0.412811,0.863099,0.384155,0.151079,0.692946,0.886542,0.823363,0.815114,0.114053,0.261709,0.464865,0.637526,0.378171,0.502429,0.829094,0.088526,0.216007,0.993552,0.896694,0.839076,0.3943,0.852941,0.5625,0.857582,0.810859,0.835681,0.770833,0.682692,0.807692,0.857143,0.116624,0.611111,0.9375,0.081081,0.511111,0.924413,0.924413,0.924413,0.140121,0.746552,0.689655,0.828032,0.282265,0.637222,0.42266,0.819494,0.759111,0.97294,0.873884,0.983274,0.762108,0.452639,0.764028,0.904548,0.141343,0.495332,0.810566,0.721544,0.849055,0.470759,0.64797,0.527497,0.813404,0.707991,0.812631,0.870049,0.88746,0.833013,0.737445,0.751723,0.763299,0.616583,0.284748,0.466816,0.816879,0.84186,0.896211,0.818245,0.895007,0.711193,0.899048,0.82205,0.778946,0.798808,0.582789,0.804212,0.733377,0.75937,0.758523,0.170726,0.661212,0.515291,0.831119,0.660976,0.805497,0.825967,0.201613,0.865888
28,0.900811,0.910958,0.964182,0.247765,0.651189,0.514107,0.999271,0.534195,0.696759,0.887482,0.424806,0.854886,0.398736,0.153718,0.698274,0.883283,0.827752,0.817141,0.114736,0.247273,0.449797,0.63531,0.379088,0.506239,0.821655,0.088275,0.216312,0.988998,0.905365,0.837964,0.4013,0.854964,0.574537,0.868852,0.813056,0.847331,0.770833,0.668803,0.789174,0.857143,0.109966,0.584362,0.9375,0.081081,0.511111,0.879601,0.879601,0.879601,0.13859,0.739208,0.689655,0.818206,0.292673,0.643648,0.422311,0.813353,0.75954,0.968627,0.864374,0.974076,0.75416,0.448944,0.752966,0.902457,0.143802,0.491647,0.809957,0.720891,0.844239,0.482935,0.64645,0.528795,0.79544,0.70095,0.800235,0.87309,0.878614,0.837528,0.741911,0.74861,0.767382,0.629243,0.302828,0.459288,0.816782,0.841518,0.895789,0.824616,0.896566,0.725617,0.884191,0.805908,0.762316,0.798727,0.603469,0.777669,0.722074,0.75159,0.738502,0.169975,0.667621,0.508661,0.825043,0.641012,0.789288,0.827297,0.206459,0.861219
29,0.90127,0.906583,0.96369,0.259119,0.642518,0.517076,0.998872,0.502664,0.695198,0.873169,0.434032,0.847312,0.411004,0.156961,0.702372,0.880775,0.831518,0.818964,0.115551,0.236423,0.438446,0.633606,0.380237,0.508961,0.816164,0.088103,0.216739,0.983529,0.911946,0.83641,0.407847,0.85652,0.583796,0.878757,0.815423,0.855851,0.770833,0.65812,0.774929,0.857143,0.105026,0.563786,0.9375,0.081081,0.511111,0.833718,0.833718,0.833718,0.137507,0.731481,0.689655,0.809177,0.301205,0.64826,0.422042,0.808629,0.759814,0.963822,0.857719,0.96545,0.744866,0.444407,0.740922,0.900061,0.146539,0.488961,0.809487,0.720389,0.840535,0.492301,0.645468,0.529636,0.778741,0.694258,0.789476,0.875429,0.87213,0.841002,0.745064,0.746268,0.770522,0.638153,0.316736,0.453497,0.816659,0.841112,0.895271,0.829516,0.897766,0.736111,0.869833,0.78957,0.748005,0.798622,0.619172,0.757811,0.712786,0.745212,0.723102,0.169437,0.672913,0.503954,0.818565,0.625655,0.775546,0.82832,0.211248,0.856819
30,0.901454,0.904916,0.962998,0.269795,0.637124,0.520458,0.998392,0.49042,0.692752,0.867578,0.437722,0.840499,0.418065,0.16098,0.704011,0.879773,0.83382,0.820233,0.116472,0.232143,0.433962,0.632924,0.381754,0.51,0.814021,0.088039,0.217391,0.97732,0.914557,0.834009,0.413333,0.857143,0.5875,0.885246,0.818182,0.859155,0.770833,0.653846,0.769231,0.857143,0.103093,0.555556,0.9375,0.081081,0.511111,0.792005,0.792005,0.792005,0.137097,0.724138,0.689655,0.802556,0.307119,0.650027,0.421935,0.806739,0.75991,0.958435,0.855214,0.958824,0.734637,0.438707,0.72887,0.897171,0.149364,0.487921,0.8093,0.720188,0.839053,0.496047,0.645119,0.529935,0.764457,0.688197,0.781409,0.876365,0.869611,0.842391,0.746259,0.745343,0.771778,0.641521,0.322299,0.451181,0.816509,0.840562,0.894667,0.831476,0.898246,0.740166,0.857517,0.774986,0.738388,0.798495,0.625404,0.75,0.707859,0.741856,0.716942,0.169231,0.675772,0.502165,0.811594,0.619512,0.767442,0.828729,0.215842,0.853403
31,0.90099,0.904969,0.961885,0.279519,0.634343,0.526595,0.996367,0.491311,0.678983,0.868369,0.435679,0.83489,0.42089,0.167355,0.701066,0.880412,0.834869,0.820955,0.117827,0.234782,0.434452,0.633623,0.383982,0.509599,0.814123,0.088835,0.218959,0.965543,0.9098,0.827836,0.417387,0.855898,0.586806,0.888656,0.821233,0.85759,0.769194,0.654558,0.770655,0.851852,0.10596,0.556456,0.935909,0.081819,0.510288,0.755073,0.755073,0.755073,0.137601,0.717014,0.689043,0.798334,0.31064,0.649042,0.423382,0.806794,0.759134,0.952377,0.855395,0.954084,0.720298,0.428952,0.716654,0.893285,0.152239,0.488719,0.809749,0.721256,0.840227,0.492837,0.64553,0.527555,0.7533,0.683208,0.776048,0.875596,0.871931,0.842017,0.743621,0.745431,0.77152,0.639209,0.322233,0.454715,0.814856,0.839903,0.893258,0.831449,0.898112,0.736009,0.84774,0.762602,0.733051,0.795224,0.623379,0.752246,0.706277,0.74081,0.723351,0.170867,0.67673,0.505978,0.803942,0.620416,0.763915,0.827604,0.219715,0.85067
32,0.899832,0.905102,0.960313,0.289251,0.632333,0.537152,0.991476,0.493538,0.647739,0.870347,0.430572,0.830382,0.422731,0.177316,0.69351,0.88212,0.835565,0.821458,0.11996,0.241802,0.43569,0.63565,0.387239,0.508596,0.814424,0.091154,0.222032,0.945163,0.8968,0.816117,0.420487,0.852786,0.585069,0.891057,0.824411,0.853678,0.76466,0.656339,0.774217,0.838624,0.114101,0.559053,0.931713,0.083984,0.50823,0.71876,0.71876,0.71876,0.138978,0.709387,0.687314,0.795063,0.312947,0.646579,0.427446,0.806954,0.757194,0.945489,0.855847,0.949974,0.699126,0.413544,0.703067,0.88829,0.155471,0.491004,0.811039,0.724251,0.843447,0.484812,0.646559,0.521605,0.744303,0.679112,0.77215,0.873457,0.87773,0.841028,0.736814,0.745689,0.770874,0.633427,0.322069,0.464334,0.810946,0.839171,0.890543,0.831373,0.897716,0.725617,0.839324,0.750938,0.729375,0.786662,0.617834,0.758145,0.705268,0.740152,0.739373,0.175492,0.677326,0.515979,0.795562,0.622674,0.76145,0.824637,0.222876,0.847946
