Date,shape_temp_1,shape_temp_2,shape_temp_3,shape_temp_4,shape_temp_5,shape_temp_6,shape_temp_7,shape_temp_8,shape_temp_9,shape_temp_10,shape_temp_11,shape_temp_12,shape_temp_14,shape_temp_16,shape_temp_17,shape_temp_18,shape_temp_19,shape_temp_20,shape_temp_21,shape_temp_22,shape_temp_23,shape_temp_24,shape_temp_25,shape_temp_26,shape_temp_27,shape_temp_28,shape_temp_29,shape_temp_30,shape_temp_31,shape_temp_32,shape_temp_33,shape_temp_34,shape_temp_35,shape_temp_36,shape_temp_37,shape_temp_38,shape_temp_39,shape_temp_40,shape_temp_41,shape_temp_42,shape_temp_43,shape_temp_44,shape_temp_45,shape_temp_46,shape_temp_47,shape_temp_48,shape_temp_49,shape_temp_50,shape_temp_51
2026-01-01 06:40:00,18.6,19.097239,19.095383,17.700001,18.464773,14.742143,17.159664,16.10874,9.057608,9.102029,25.0,16.665147,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.4125,25.0,25.0,25.0,25.0,25.0,19.287496,17.1,22.176,25.0,21.799999,32.17234,19.554695,25.0,19.765232,21.444968,17.153432,21.9,20.650692,18.145181,19.857239,17.432913,17.507396,23.5
2026-01-01 06:50:00,18.575924,19.08559,19.084942,17.715544,18.343731,14.28559,17.460929,16.227263,9.074549,9.218975,25.0,16.306114,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.389583,25.0,25.0,25.0,25.0,25.0,19.285182,17.288478,22.194,25.0,21.799999,32.568085,20.199422,25.0,19.517144,21.329971,17.164777,21.603938,20.575964,18.058564,19.83553,17.121264,17.34842,23.485632
2026-01-01 07:00:00,18.510485,19.052221,19.054417,17.731087,18.143488,13.8,17.6,16.273076,9.091491,9.336641,25.0,15.6568,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.366667,25.0,25.0,25.0,25.0,25.0,19.277459,17.4,22.212,25.0,21.799999,32.963829,20.546864,25.0,19.269056,21.200001,17.200001,21.115254,20.553596,17.842391,19.826802,16.738227,16.94595,23.442789
2026-01-01 07:10:00,18.253054,18.882559,18.880641,17.447622,17.986833,13.765867,16.973966,16.200001,9.049522,9.337446,25.0,14.996162,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.320833,25.0,25.0,25.0,25.0,25.0,19.133549,17.287752,22.248,25.0,21.799999,33.755319,20.5,25.0,19.439817,20.9,17.5,20.735529,21.835498,17.240912,19.974632,16.28966,15.76448,23.168115
2026-01-01 07:20:00,18.276526,18.820203,18.820173,17.41169,17.957614,13.581826,16.505592,16.30095,8.956204,9.20249,25.0,14.339927,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.297917,25.0,25.0,25.0,25.0,25.0,19.064433,17.350887,22.266,25.0,21.799999,34.151063,20.287538,25.0,19.548309,21.094676,17.473544,20.660296,22.317669,17.252191,19.973112,16.086788,15.754436,22.887816
2026-01-01 07:30:00,18.299999,18.795066,18.796153,17.4,17.936688,13.375877,15.982909,16.5,8.889493,8.938307,25.0,13.634565,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.275,25.0,25.0,25.0,25.0,25.0,18.986771,17.508399,22.284,25.0,21.799999,34.546808,19.9,25.0,19.6,21.411703,17.405924,20.633996,22.513282,17.284562,19.967894,16.0,15.745315,22.57062
2026-01-01 07:40:00,18.0,18.989341,18.990299,17.575082,17.9,13.306044,15.053482,16.760362,9.616284,8.6,25.0,12.77955,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.229167,25.0,25.0,25.0,25.0,25.0,18.757513,17.94608,22.32,25.0,21.799999,35.338297,19.261946,25.0,19.6,21.648159,17.200001,20.658432,22.082188,17.450815,19.799999,16.0,15.632107,22.1434
2026-01-01 07:50:00,18.106139,18.941525,18.942695,17.696783,17.759259,13.283234,14.656498,16.813256,9.356932,8.395713,25.0,13.076483,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.20625,25.0,25.0,25.0,25.0,25.0,18.742523,17.988628,22.338,25.0,21.799999,35.734042,19.012196,25.0,19.367024,21.488321,17.036952,20.825972,22.036092,17.426922,19.808902,15.861949,15.092828,21.859164
2026-01-01 08:00:00,18.212278,18.89371,18.895091,17.75654,17.6,13.254136,14.298983,16.831834,8.936496,8.3,25.0,13.695645,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.183333,25.0,25.0,25.0,25.0,25.0,18.733185,18.02398,22.356,25.0,21.799999,36.129787,18.909743,25.0,19.075508,21.328482,16.941972,21.024658,22.021413,17.403028,19.838224,15.723898,14.63971,21.552514
2026-01-01 08:10:00,18.0,18.92325,18.921776,17.649679,17.529456,12.968107,13.672844,16.555273,8.627233,8.347533,25.0,14.651207,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.1375,25.0,25.0,25.0,25.0,25.0,18.716391,18.159475,22.392,25.0,21.799999,36.921276,19.073876,25.0,18.994364,21.420372,16.925666,21.1,22.228817,18.047201,20.289516,16.094368,15.142987,20.989717
2026-01-01 08:20:00,18.0,18.965588,18.964113,17.496297,17.461336,12.784968,13.456168,16.43266,8.761534,8.470791,25.0,14.638211,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.114583,25.0,25.0,25.0,25.0,25.0,18.918773,17.879738,22.41,25.0,21.799999,37.317021,19.129176,25.0,18.922226,21.359455,17.07057,21.050749,22.539678,17.973308,20.366018,16.374204,15.275807,20.992513
