Date,shape_irrad_1,shape_irrad_2,shape_irrad_3,shape_irrad_4,shape_irrad_5,shape_irrad_6,shape_irrad_7,shape_irrad_8,shape_irrad_9,shape_irrad_10,shape_irrad_11,shape_irrad_12,shape_irrad_14,shape_irrad_16,shape_irrad_17,shape_irrad_18,shape_irrad_19,shape_irrad_20,shape_irrad_21,shape_irrad_22,shape_irrad_23,shape_irrad_24,shape_irrad_25,shape_irrad_26,shape_irrad_27,shape_irrad_28,shape_irrad_29,shape_irrad_30,shape_irrad_31,shape_irrad_32,shape_irrad_33,shape_irrad_34,shape_irrad_35,shape_irrad_36,shape_irrad_37,shape_irrad_38,shape_irrad_39,shape_irrad_40,shape_irrad_41,shape_irrad_42,shape_irrad_43,shape_irrad_44,shape_irrad_45,shape_irrad_46,shape_irrad_47,shape_irrad_48,shape_irrad_49,shape_irrad_50,shape_irrad_51
2026-01-01 06:50:00,0.000261,0.0,0.0,0.0,0.0,0.0,0.000333,0.0,0.0,3.1e-05,0.0,0.0,0.0,0.0,0.008208,0.005944,0.004669,0.007277,0.0,0.007277,0.005402,0.010514,0.00364,0.007881,0.006276,0.007782,0.23894,0.007702,0.012568,0.011556,0.0,0.0,0.0,0.071075,0.0,0.0,0.349838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.000703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008326,0.006136,0.004794,0.007487,0.0,0.007487,0.005563,0.010824,0.003732,0.008136,0.006479,0.008033,0.24447,0.007912,0.012973,0.011929,0.0,0.0,0.0,0.073229,0.0,0.0,0.361123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:10:00,0.001071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008563,0.006519,0.005043,0.007908,0.0,0.007908,0.005887,0.011444,0.003915,0.008644,0.006883,0.008535,0.255531,0.008331,0.013784,0.012674,0.0,0.0,0.0,0.077537,0.0,0.0,0.383694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:20:00,0.000897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008682,0.006711,0.005168,0.008119,0.0,0.008119,0.006049,0.011754,0.004007,0.008898,0.007086,0.008786,0.261061,0.008541,0.01419,0.013047,0.0,0.0,0.0,0.079691,0.0,0.0,0.394979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:30:00,0.000679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.006903,0.005293,0.00833,0.0,0.00833,0.00621,0.012064,0.004098,0.009153,0.007288,0.009038,0.266591,0.008751,0.014595,0.01342,0.0,0.0,0.0,0.081844,0.0,0.0,0.406264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:40:00,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009037,0.007286,0.005542,0.008751,0.0,0.008751,0.006534,0.012684,0.004281,0.009661,0.007693,0.00954,0.277651,0.00917,0.015406,0.014165,0.0,0.0,0.0,0.086152,0.0,0.0,0.428834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:50:00,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009156,0.007478,0.005667,0.008961,0.0,0.008961,0.006696,0.012994,0.004373,0.009915,0.007896,0.009791,0.283181,0.00938,0.015811,0.014538,0.0,0.0,0.0,0.088306,0.0,0.0,0.440119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.000366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009274,0.00767,0.005792,0.009172,0.0,0.009172,0.006858,0.013305,0.004465,0.01017,0.008098,0.010042,0.288711,0.00959,0.016217,0.014911,0.0,0.0,0.0,0.09046,0.0,0.0,0.451404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:10:00,0.000331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009511,0.008053,0.006042,0.009593,0.0,0.009593,0.007181,0.013925,0.004648,0.010678,0.008503,0.010544,0.299771,0.010009,0.017027,0.015657,0.0,0.0,0.00099,0.094767,0.0,0.0,0.473974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:20:00,0.000325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00963,0.008245,0.006166,0.009803,0.0,0.009803,0.007343,0.014235,0.004739,0.010932,0.008706,0.010795,0.305301,0.010219,0.017433,0.016029,0.0,1.1e-05,0.002752,0.096921,0.0,0.0,0.48526,0.001218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
