PAC,long,lat
3855494838463914,-38.463153999957115,-3.8556401003103247
3858518538470313,-38.47031300004488,-3.858518500128639
3858512138470334,-38.47033400011395,-3.8585120996536375
3858518538470313,-38.47031300004488,-3.858518500128639
3857430838472007F,-38.47200699992305,-3.85743079979153
3857448938471999,-38.47199899955416,-3.857448900446343
3866068538469640,-38.46963999958626,-3.866068500261008
3865630438469840,-38.46983999981609,-3.8656304000228943
3866068538469640,-38.46963999958626,-3.866068500261008
3866068538469640,-38.468997999657915,-3.8663917004166137
3875514938463254F,-38.4632629995877,-3.8755122001279005
3875533638463188,-38.463203000418105,-3.8755292000125223
3875801538463198F,-38.463198000187504,-3.8758015003389232
3875801538463198F,-38.4632629995877,-3.8755122001279005
3875441638463297F,-38.46331400014094,-3.8754388001604525
3875441638463297,-38.46321600011828,-3.8754537999528793
3875512238463263,-38.46331400014094,-3.8754388001604525
3875994738463061F,-38.46298300016531,-3.875945700333773
3876002238463069,-38.463061000165,-3.8759946998954433
3860309338465312,-38.46501600038806,-3.8604150003519635
3860082238469538,-38.46953800027842,-3.8600821999335153
3860169738469564F,-38.469563999678826,-3.86016970037133
3860082238469538,-38.46953800027842,-3.8600821999335153
3886460738450230F,-38.450230000214276,-3.886460699601571
3876295938462013,-38.46201300039962,-3.8762958999357693
3876295938462013,-38.46163199991685,-3.8762055999084737
3871229538465826,-38.46552799971738,-3.871001600043769
3866523438468545F,-38.46850800044382,-3.866587699562615
3879518338459855,-38.45985499980833,-3.8795183003292664
3878091238461912,-38.461912000238556,-3.8780912003485923
3878336838461775F,-38.46177500021605,-3.878336799803435
3860082238469573,-38.46957300009382,-3.8600821999335153
3860082238469538,-38.46953800027842,-3.8600821999335153
3858930138469131,-38.46913100039529,-3.858930100044063
3871717838465548,-38.46554799974035,-3.871717800336171
3871862338465744F,-38.46574399978573,-3.8718622998052297
3871862338465744F,-38.46587200029256,-3.8718974003447215
3871796338465478F,-38.46546799964841,-3.871815099787
3866459638468581,-38.468581000212964,-3.8664596001303835
3879631238459507,-38.45950699994802,-3.8796312003195794
3879523938459853F,-38.459852999716134,-3.879523900407605
3879518338459855,-38.45985499980833,-3.8795183003292664
3877552038462239,-38.4622390000298,-3.8775520001246377
3866656138468490F,-38.46848999961372,-3.8666561001988384
3866695438468447F,-38.46844700032875,-3.866695399672892
3866541438468901,-38.46890099968135,-3.866541399765765
3866541438468901,-38.46872999988955,-3.866726800401466
3884038538451155F,-38.45115499970342,-3.8840384997769206
3883714738451073,-38.4510730004186,-3.8837146997735204
3883714738451073,-38.45111699974967,-3.8833719996180207
3882433138455747,-38.45574700012389,-3.882433100207379
3882433138455747,-38.456033999869135,-3.8819799003520643
3880672138456075F,-38.45632499979888,-3.880620700085217
3880672138456075F,-38.45740400009447,-3.8804132004088387
3881979938456034,-38.456033999869135,-3.8819799003520643
3881979938456034,-38.45575799973187,-3.880729900264612
3887784838454170,-38.454170000245256,-3.887784800228303
3882470538455289,-38.455288999687525,-3.882470500313275
3880299638458122,-38.45812199993031,-3.8802995998465803
3880129238459262,-38.45926200034103,-3.880129199902626
3880129238459262,-38.459732000431416,-3.8800771003778323
3887586838452617,-38.45290300027318,-3.887596799652556
3887586838452617,-38.45386699976217,-3.8875148003676827
3887586838452617,-38.45413100024541,-3.8877067004038395
3880163138459018,-38.45901799988076,-3.8801630998471524
3879002238460982F,-38.46098199961955,-3.8790022000914064
3874114538464177F,-38.46417700036824,-3.8741144998842287
3874432838464001,-38.46400100034583,-3.8744327996339507
3874432838464001,-38.46417200013764,-3.874111100446896
3862810438465985F,-38.46599699976167,-3.86281820019974
3862810438465985,-38.46585899969301,-3.8627196003292283
3862541738467079,-38.46706799968837,-3.862544999651959
3862541738467079,-38.466469999990466,-3.8627079001494167
3862541738467079,-38.46600800026897,-3.862815600259694
3858011938471711,-38.47171099976276,-3.858011900328904
3858011938471711,-38.471601000086025,-3.858050500130446
3866475138469471,-38.46948999986358,-3.866472900204144
3882470538455289,-38.45574700012389,-3.882433100207379
3859827138466628,-38.466959000057784,-3.8597351002945857
3859827138466628,-38.466967999573455,-3.8597325003545393
3865545238469101F,-38.468995999565664,-3.8654970998112503
3865548538469108,-38.46910099991118,-3.865545200050917
3865733338469028,-38.46910800023397,-3.8655484996634755
3875270738463454,-38.46360900025513,-3.8750472002680567
3876002238463069,-38.463198000187504,-3.8758015003389232
3862206538460017,-38.46299699991158,-3.861129699675871
3860957538468258,-38.46684800033489,-3.8612814998413114
3859948338466326,-38.466628000082096,-3.8598271000406044
3860739538464112,-38.464496999836626,-3.860607100037612
3859425138467827F,-38.46782699961631,-3.859425100388023
3859425138467827F,-38.46850999963675,-3.859175099651054
3859732538466968F,-38.466967999573455,-3.8597325003545393
3859732538466968F,-38.46724999998747,-3.8596212002581183
3859621238467250,-38.46715300001091,-3.8593042000287596
3875270738463454,-38.46343200018663,-3.8752661995753783
3873802938464352,-38.4643439999756,-3.8738043003281746
3866724638468431,-38.46844200009821,-3.8667311000601785
3876494538462802,-38.462982000119155,-3.876163699594997
3876163738462982F,-38.46306899963457,-3.8760022002413166
3875438838463314,-38.46345400030185,-3.8752706997829023
3874962838463684,-38.463809999631735,-3.874752899826433
3874752938463810,-38.46400100034583,-3.8744327996339507
3874111138464172,-38.46435200034449,-3.8738029000837173
3873802938464352,-38.464496999836626,-3.873547099618918
3871717838465548,-38.46554799974035,-3.871717800336171
3866459638468581,-38.468581000212964,-3.8664596001303835
3865548538469108,-38.46910800023397,-3.8655484996634755
3865548538469108,-38.46927599988743,-3.865096200029541
3865068538468235F,-38.46822399993761,-3.8649196999841138
3863023938469513,-38.46990300002341,-3.861915899599012
3861915938469903F,-38.47006100011504,-3.861589899853925
3879518338459855,-38.45950699994802,-3.8796312003195794
3876494538462802,-38.462561999636534,-3.8764347004010347
3876441538462553F,-38.46252199959059,-3.8764878997967003
3875266238463432F,-38.46336599984096,-3.8753496000039718
3873804338464344F,-38.464263999883656,-3.873819499770036
3866731138468442F,-38.468784999727916,-3.866982900340531
3863094138464940,-38.46466799962843,-3.8631462998617963
3863155538464668F,-38.46471199985888,-3.8637045000625676
3858806438466980,-38.46693699994256,-3.8586746997775094
3858806438466980,-38.466732000381455,-3.858029300411829
3858806438466980,-38.46664299987452,-3.8577921995503175
3857503938464060,-38.464060000368704,-3.857503900284712
3860416738465012,-38.465012000203615,-3.8604167000706298
3860309338465312,-38.46531199964903,-3.8603093003338813
3860302438465309F,-38.46530900041,-3.8603023998358594
3858867738460957,-38.460957000265296,-3.858867699684538
3857714238464140,-38.46413999956127,-3.857714199550628
3857613438463989,-38.46398899979249,-3.8576133999384297
3857613438463989,-38.463524999978745,-3.857880100186435
3858515538462901F,-38.462900999981116,-3.8585154999902898
3858515538462901F,-38.46259700035125,-3.858828599859976
3858515538462901F,-38.46212600021471,-3.8591383002922726
3858299138458609,-38.45884900018115,-3.8581874003282337
3859138338462126,-38.46187300023871,-3.8592800999965675
3859138338462126,-38.46137799989475,-3.8594916996821667
3858515538462901,-38.46341500030201,-3.85796899996933
3857503938464060,-38.464054000092005,-3.85751289980044
3857711638464473,-38.46413999956127,-3.857714199550628
3857512938464054F,-38.46398899979249,-3.8576133999384297
3859488338461368F,-38.46129200042543,-3.859462399769882
3859488338461368F,-38.461127000011004,-3.8589484003483676
3858948438461127,-38.460957000265296,-3.858867699684538
3859491738461378,-38.4611350003799,-3.8596593000366397
3859648738460284,-38.46006899978448,-3.859621899930687
3859648738460284,-38.459548000040115,-3.859394900254415
3859648738460284,-38.4590979999727,-3.8590958999557756
3859648738460284,-38.45870900002029,-3.8586812999020026
3858460038458583,-38.45858299960571,-3.8584600001288436
3858697438469700F,-38.469699999655234,-3.858697399565301
3858603538470021,-38.47002100006904,-3.858603499551805
3858704838469702,-38.46970199974743,-3.8587048000864
3858057738471717F,-38.47171700003946,-3.8580577001027336
3858336238470831,-38.47083099965084,-3.8583362003553248
3858272938470980F,-38.4709800002268,-3.8582728997744766
3876434738462562,-38.462561999636534,-3.8764347004010347
3858524238470327F,-38.470326999791155,-3.858524200031752
3860788338466585F,-38.466584999897805,-3.8607882999400545
3857711638464473,-38.46447299962921,-3.8577115996105817
3857735538469768,-38.4697680000931,-3.8577354999932822
3858512138470334,-38.47033400011395,-3.8585120996536375
3857440938471980F,-38.471979999577286,-3.8574409000774494
3866391738468998F,-38.468997999657915,-3.8663917004166137
3866391738468998F,-38.46890099968135,-3.866541399765765
3878091238461912,-38.46177500021605,-3.878336799803435
3880077138459732,-38.45994100017697,-3.8800772002026065
3858807738466988F,-38.46698000012685,-3.8588064000952613
3859304238467153F,-38.46704200028802,-3.85899370009912
3858817338467040,-38.46704000019582,-3.858817299878467
PAC_ESB01S4,-38.45014599993789,-3.886480400150276
3865085038468555F,-38.468554999913295,-3.8650849998728063
3865096038469264F,-38.46926400023341,-3.865096000380049
3865080438468554,-38.46855399986714,-3.865080399840508
3863731738469375F,-38.469374999956244,-3.8637317000578832
3863731738469375F,-38.469426999656264,-3.8634171001190225
3864108438469344,-38.46934400032529,-3.8641083999826265
3866072538468874F,-38.468874000234905,-3.8660725004455117
3866072538468874,-38.468874000234905,-3.8660725004455117
3866072838468884,-38.46888399979673,-3.8660727999197206
3866072838468884,-38.46902800014203,-3.865733299552062
3872568338465056,-38.46511499955756,-3.8724367003933367
3871826438465483,-38.465494999994235,-3.8718067999438404
3873188638464702,-38.464979999627246,-3.872701000350844
3857231938464032,-38.4640210003688,-3.8569647998855316
3856688238464016,-38.46401600013826,-3.856688199900475
3856156038464013,-38.46401299999991,-3.8561559999993733
3856115338463864,-38.463864000323326,-3.8561153002808624
3876295938462013,-38.46201300039962,-3.8762958999357693
3876434738462562,-38.462561999636534,-3.8764347004010347
3876362338462275,-38.46227499989129,-3.8763622995804212
3875047238463609F,-38.46360900025513,-3.8750472002680567
3875047238463609F,-38.46368400011647,-3.874962799793309
3880228238458584F,-38.45812199993031,-3.8802995998465803
3867568938467929,-38.467940000330714,-3.8675716001491764
3867803338467790,-38.467928999823414,-3.8675689003844127
3867571638467940F,-38.46836600019071,-3.867675100425515
3864108438469344,-38.4693370000025,-3.864410699893824
3864108438469344,-38.46927599988743,-3.865096200029541
3865080438468554,-38.46823500044485,-3.865068500011205
3883143938451773,-38.45206700039171,-3.883093299715938
3883093338452067,-38.452654999628464,-3.8829737996011318
3883093338452067,-38.45392299964669,-3.8827260004045456
3883093338452067,-38.45494199987337,-3.8825490003360414
3886530538450347,-38.45040700028278,-3.8867796999231814
3886530538450347,-38.450713000004896,-3.8867872002690547
3886530538450347,-38.451095999680604,-3.8867124000571494
3888437338451978,-38.45197799988472,-3.888437299741554
3888437338451978,-38.45415899973801,-3.887826199619383
3863094138464940,-38.46493300015777,-3.8631029003785216
3863102938464933F,-38.464820000342684,-3.863249700313361
3862818238465997,-38.46569500022406,-3.862893100236363
3862818238465997,-38.46502299981154,-3.8630783003232523
3869809238466590,-38.46659000012835,-3.869809199734732
3870151238467305,-38.46730499982584,-3.870151200217663
3870010838467109F,-38.467108999780464,-3.8700107998585054
3870193138467674F,-38.46767399975522,-3.8701930996318197
3870410838468602,-38.46860200028203,-3.8704108003181545
3870410838468602,-38.46860200028203,-3.8704108003181545
3870151238467305,-38.46730499982584,-3.870151200217663
3870454638466202,-38.4662020002221,-3.870454599999732
3872701038464980,-38.464979999627246,-3.872701000350844
3872623938465023,-38.46502299981154,-3.872623899673158
3872651738465009,-38.465009000065265,-3.872651700415588
3872651738465009,-38.46499300022674,-3.8726237000236665
3872623938465023,-38.464997999557966,-3.8726127004157433
3872639838465015F,-38.465015000341964,-3.872639799686965
3886618438451785,-38.45178499997775,-3.8866184002189357
3886618438451785,-38.45169000009338,-3.8861527996119776
3886618438451785,-38.45142300037111,-3.885098799569903
3886618438451785,-38.45115499970342,-3.8840384997769206
3862451138467364FL,-38.46707900019567,-3.862541700039401
3870237238468474,-38.467674999801375,-3.8701832997194856
3870183338467675,-38.46767399975522,-3.8701930996318197
3869905838467048,-38.467108999780464,-3.8700107998585054
3883240938451160,-38.451486999725205,-3.8831931001813587
3883367338451115,-38.45111499965748,-3.883367299761005
3862206538460017,-38.46001700008446,-3.8622065002297745
3862474638459276,-38.4592760000873,-3.8624745998228605
3864676338470206,-38.470205999607174,-3.8646763002710145
3864859938470186,-38.470185999584146,-3.864859899564692
3864647438470180F,-38.470180000206824,-3.864647399657713
3864647438470180F,-38.470205999607174,-3.8646763002710145
3871806838465495F,-38.46550599960216,-3.87178870018829
3872436738465115F,-38.46548300034016,-3.8718263997685085
