CodBase;CodAlim;TenNom_kV;TenOpe_pu;EnerCirc01_MWh;EnerCirc02_MWh;EnerCirc03_MWh;EnerCirc04_MWh;EnerCirc05_MWh;EnerCirc06_MWh;EnerCirc07_MWh;EnerCirc08_MWh;EnerCirc09_MWh;EnerCirc10_MWh;EnerCirc11_MWh;EnerCirc12_MWh;PerdCirc01_MWh;PerdCirc02_MWh;PerdCirc03_MWh;PerdCirc04_MWh;PerdCirc05_MWh;PerdCirc06_MWh;PerdCirc07_MWh;PerdCirc08_MWh;PerdCirc09_MWh;PerdCirc10_MWh;PerdCirc11_MWh;PerdCirc12_MWh;PerdTecnA3a_A4_MWh;PerdTecnA3a_B_MWh;PerdTecnA3a_MWh;PerdTecnA4A3a_MWh;PerdTecnA4_B_MWh;PerdTecnA4_MWh;PerdTecnB_A3a_MWh;PerdTecnB_A4_MWh;PerdTecnB_MWh;PerdTecnMed_MWh;PropPerdNTecnBT01_pu;PropPerdNTecnBT02_pu;PropPerdNTecnBT03_pu;PropPerdNTecnBT04_pu;PropPerdNTecnBT05_pu;PropPerdNTecnBT06_pu;PropPerdNTecnBT07_pu;PropPerdNTecnBT08_pu;PropPerdNTecnBT09_pu;PropPerdNTecnBT10_pu;PropPerdNTecnBT11_pu;PropPerdNTecnBT12_pu;PropPerdNTecnMT01_pu;PropPerdNTecnMT02_pu;PropPerdNTecnMT03_pu;PropPerdNTecnMT04_pu;PropPerdNTecnMT05_pu;PropPerdNTecnMT06_pu;PropPerdNTecnMT07_pu;PropPerdNTecnMT08_pu;PropPerdNTecnMT09_pu;PropPerdNTecnMT10_pu;PropPerdNTecnMT11_pu;PropPerdNTecnMT12_pu
20250139;ESB01S4;13.8;1.0299999713897705;2325.76225;2187.1042599999996;2190.84783;2333.86905;2177.77921;2220.83229;2102.9876;2016.47468;2159.3501699999997;3469.7128900000002;2352.33371;2778.06869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;846.0285799999999;1506.99936;0.0;0.0;935.20958;158.77;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
